resp id,timestamp,university,level of study,original field,Categorised field,self rated knowledge,received phishing,Uni/Inst. email,Personal email,Whatsapp,Facebook/IG,SMS,Telegram,Link clicked,Applicable outcome,Asked password,Device misbehave,Nothing happened,Victim (money lost),Applicable,Reported to IT,Reported to friend/family,Not reported,Reported any,https://www.ug.edu.gh/admissions/apply,https://knust.edu.gh/portal/login,http://ug-edu-gh.login-portal.xyz/student-verify,https://mtn.com.gh/momo/confirm-payment,http://knust-student-login.000webhostapp.com/verify-account,http://mtn-momo-ghana-reward.blogspot.com/free-data-claim,url1 ug apply correct,url2 knust portal correct,url3 fake ug xyz correct,url4 mtn momo correct,url5 fake knust webhost correct,url6 fake mtn blogspot correct,quiz score,https check frequency,Different password,University training,confidence level,AI tool helpful,free text url1,free text url2,free text url3
132,2026-07-20 02:55:44,UHAS,Undergraduate (Year 3-4),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, many times",0,1,1,0,1,1,Yes,1,1,0,0,No,1,0,1,0,1,Legitimate,Legitimate,Not Sure,Legitimate,Phishing,Phishing,1,1,0,1,1,1,5,Sometimes,Sometimes,No / I am not aware of any,Not very confident,Very helpful,,,
133,2026-07-20 08:54:55,UEW,Undergraduate (Year 1-2),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, many times",0,0,1,1,1,0,Yes,1,1,0,0,No,1,0,1,0,1,Legitimate,Legitimate,Not Sure,Legitimate,Legitimate,Not Sure,1,1,0,1,0,0,3,Never,"No, I use the same password",No / I am not aware of any,Not confident at all,Very helpful,,,
134,2026-07-20 08:59:16,CCTU,Undergraduate (Year 3-4),Arts / Humanities,Arts / Humanities,Basic (I have heard of it),"Yes, many times",0,0,1,0,1,1,No,0,0,0,0,I am not sure,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Not Sure,1,1,1,1,0,0,4,Rarely,"No, I use the same password",No / I am not aware of any,Not confident at all,Very helpful,,,
135,2026-07-20 09:06:54,UHAS,Undergraduate (Year 3-4),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, once or twice",0,0,0,0,1,1,Yes,1,1,1,0,I am not sure,1,0,1,0,1,Legitimate,Legitimate,Not Sure,Phishing,Legitimate,Not Sure,1,1,0,0,0,0,2,Rarely,"No, I use the same password",No / I am not aware of any,Not very confident,Very helpful,,,
136,2026-07-20 09:13:41,UMAT,Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Basic (I have heard of it),"Yes, many times",0,1,1,1,1,1,No,0,0,0,0,No,1,0,1,0,1,Legitimate,Legitimate,Not Sure,Legitimate,Legitimate,Not Sure,1,1,0,1,0,0,3,Rarely,Sometimes,"Yes, through emails or notices only",Somewhat confident,Very helpful,,,
137,2026-07-20 09:15:10,TTU,Undergraduate (Year 3-4),Arts / Humanities,Arts / Humanities,Basic (I have heard of it),"Yes, once or twice",0,0,1,0,1,1,Yes,1,1,1,0,No,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Not Sure,Legitimate,1,1,1,1,0,0,4,Rarely,"No, I use the same password",No / I am not aware of any,Not very confident,Somewhat helpful,,,
138,2026-07-20 09:17:57,ATU,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,None at all,"Yes, many times",0,0,1,1,1,0,Yes,1,1,1,0,I am not sure,1,0,1,0,1,Legitimate,Legitimate,Not Sure,Legitimate,Legitimate,Not Sure,1,1,0,1,0,0,3,Rarely,Sometimes,No / I am not aware of any,Not confident at all,Somewhat helpful,,,
139,2026-07-20 09:19:11,UPSA,Undergraduate (Year 1-2),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, once or twice",0,0,0,1,1,1,Yes,1,1,0,0,I am not sure,1,0,1,0,1,Legitimate,Legitimate,Not Sure,Legitimate,Phishing,Legitimate,1,1,0,1,1,0,4,Rarely,Sometimes,No / I am not aware of any,Not confident at all,Somewhat helpful,,,
140,2026-07-20 09:23:27,UCC,Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, once or twice",0,1,1,1,1,0,No,0,0,0,0,I am not sure,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,"Yes, always","Yes, through emails or notices only",Somewhat confident,Very helpful,,,
141,2026-07-20 09:25:55,GIMPA,Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",1,1,1,1,1,1,No,0,0,0,0,No,1,1,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Always,I use a password manager,"Yes, formal training sessions",Very confident,Very helpful,,,
142,2026-07-20 09:29:42,UMAT,Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, once or twice",0,0,1,0,1,0,No,0,0,0,0,I am not sure,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,Sometimes,"Yes, through emails or notices only",Somewhat confident,Very helpful,,,
143,2026-07-20 09:39:33,UPSA,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, once or twice",0,0,1,1,0,0,No,0,0,0,0,I am not sure,1,0,0,1,0,Legitimate,Legitimate,Not Sure,Legitimate,Legitimate,Not Sure,1,1,0,1,0,0,3,Rarely,"No, I use the same password",No / I am not aware of any,Not confident at all,Somewhat helpful,,,
144,2026-07-20 09:41:51,UDS-Tamale,Undergraduate (Year 3-4),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, many times",0,0,1,0,1,0,Yes,1,1,1,0,I am not sure,1,1,1,0,1,Legitimate,Legitimate,Not Sure,Legitimate,Not Sure,Phishing,1,1,0,1,0,1,4,Rarely,"No, I use the same password",No / I am not aware of any,Not very confident,Very helpful,,,
145,2026-07-20 09:47:18,Central University,Undergraduate (Year 3-4),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, once or twice",0,0,1,0,1,0,No,0,0,0,0,I am not sure,1,0,0,1,0,Legitimate,Legitimate,Phishing,Legitimate,Not Sure,Phishing,1,1,1,1,0,1,5,Rarely,Sometimes,No / I am not aware of any,Somewhat confident,Very helpful,,,
146,2026-07-20 09:50:37,Pentecost University,Undergraduate (Year 3-4),Arts / Humanities,Arts / Humanities,None at all,"Yes, once or twice",0,0,0,1,1,0,No,0,0,0,0,I am not sure,1,0,0,1,0,Legitimate,Legitimate,Not Sure,Legitimate,Phishing,Phishing,1,1,0,1,1,1,5,Never,Sometimes,No / I am not aware of any,Not very confident,Somewhat helpful,,,
147,2026-07-20 09:53:40,UCC,Undergraduate (Year 3-4),Arts / Humanities,Arts / Humanities,Basic (I have heard of it),"Yes, once or twice",0,0,1,0,1,1,Yes,1,1,0,0,I am not sure,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Rarely,Sometimes,No / I am not aware of any,Somewhat confident,Very helpful,,,
148,2026-07-20 10:00:37,Ashesi,Undergraduate (Year 1-2),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",0,0,1,1,0,1,No,0,0,0,0,I am not sure,1,1,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Always,I use a password manager,"Yes, formal training sessions",Very confident,Very helpful,,,
149,2026-07-20 10:09:46,Wisconsin,Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",0,0,1,0,0,1,No,0,0,0,0,I am not sure,1,1,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Always,I use a password manager,"Yes, formal training sessions",Very confident,Somewhat helpful,,,
150,2026-07-20 10:11:33,Garden City University,Undergraduate (Year 3-4),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, once or twice",0,0,0,0,1,1,No,0,0,0,0,No,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Not Sure,1,1,1,1,1,0,5,Rarely,Sometimes,"Yes, through emails or notices only",Not very confident,Somewhat helpful,,,
151,2026-07-20 10:54:32,UCC,Undergraduate (Year 3-4),Arts / Humanities,Arts / Humanities,Basic (I have heard of it),"Yes, many times",0,0,1,1,1,1,No,0,0,0,0,No,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,Sometimes,No / I am not aware of any,Somewhat confident,Very helpful,JOIN CHANNEL FOR DAILY FREE CORRECT SCORE https://t.me/Huskylight,join Channel for Free Correct Score Odds https://t.me/dailybettingtips22,
152,2026-07-20 10:57:58,UCC,Undergraduate (Year 3-4),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, many times",0,1,1,1,1,0,No,0,0,0,0,No,1,0,0,1,0,Legitimate,Legitimate,Legitimate,Not Sure,Not Sure,Not Sure,1,1,0,0,0,0,2,Always,Sometimes,"Yes, formal training sessions",Somewhat confident,Very helpful,,,
153,2026-07-20 10:59:21,GIMPA,Undergraduate (Year 1-2),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, many times",0,1,1,0,1,1,No,0,0,0,0,I am not sure,1,0,0,1,0,Legitimate,Legitimate,Not Sure,Legitimate,Phishing,Phishing,1,1,0,1,1,1,5,Sometimes,Sometimes,"Yes, through emails or notices only",Somewhat confident,Very helpful,"Congratulations on your interview, you have been selected for online work, the salary is 300-1500 cedis per day. Please contact me:wa.me/18048808721","Your profile has caught the attention of our company, and we are contacting you to begin your assignment. Details here:wa.me/16603103291",
154,2026-07-20 11:04:23,Garden City University,Undergraduate (Year 3-4),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, once or twice",0,0,1,0,1,1,Yes,1,1,0,0,I am not sure,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Not Sure,Legitimate,1,1,1,1,0,0,4,Rarely,"No, I use the same password",No / I am not aware of any,Not very confident,Very helpful,Your friend +233598034752 shared this quote with you: Stay open to good surprises.,"Hi, it's can 0598034752 Connect with me on www.linkedin.com/  Sent using MTN ContactXchange",
155,2026-07-20 11:06:51,University of Ghana (UG),Undergraduate (Year 1-2),Arts / Humanities,Arts / Humanities,Basic (I have heard of it),"Yes, once or twice",0,0,0,0,1,1,No,0,0,0,0,I am not sure,1,0,0,1,0,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Rarely,"No, I use the same password",No / I am not aware of any,Not very confident,Very helpful,JOIN MY CHANNEL FOR FREE MONEY UPDATE https://t.me/Antwismoney,,
156,2026-07-20 11:58:05,UCC,Postgraduate (Msc/MPhil),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, many times",0,1,1,1,1,0,Yes,1,1,1,0,Yes,1,0,1,0,1,Not Sure,Not Sure,Phishing,Phishing,Phishing,Phishing,0,0,1,0,1,1,3,Sometimes,"Yes, always","Yes, formal training sessions",Somewhat confident,Very helpful,,,
157,2026-07-20 11:59:33,KNUST,Undergraduate (Year 1-2),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, once or twice",0,0,0,1,1,1,No,0,0,0,0,I am not sure,1,0,0,0,0,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Not Sure,1,1,1,1,1,0,5,Sometimes,Sometimes,No / I am not aware of any,Not very confident,Very helpful,,,
158,2026-07-20 12:40:45,CCTU,Undergraduate (Year 3-4),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, once or twice",0,0,1,1,1,1,Yes,1,1,1,0,I am not sure,1,0,1,0,1,Legitimate,Legitimate,Not Sure,Legitimate,Legitimate,Phishing,1,1,0,1,0,1,4,Rarely,"No, I use the same password",No / I am not aware of any,Not confident at all,Very helpful,,,
159,2026-07-20 12:42:54,UniMAC,Undergraduate (Year 1-2),Arts / Humanities,Arts / Humanities,Basic (I have heard of it),"Yes, many times",0,0,1,0,1,1,Yes,1,1,0,0,No,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Not Sure,1,1,1,1,1,0,5,Rarely,Sometimes,No / I am not aware of any,Not confident at all,Somewhat helpful,,,
160,2026-07-20 13:24:03,KNUST,Postgraduate (Msc/MPhil),Health Sciences,Health Sciences,Intermediate (I understand common threats),"Yes, many times",0,1,1,1,1,0,No,0,0,0,0,No,1,0,0,1,0,Legitimate,Legitimate,Not Sure,Not Sure,Not Sure,Not Sure,1,1,0,0,0,0,2,Always,Sometimes,"Yes, through emails or notices only",Very confident,Very helpful,,,
161,2026-07-20 16:37:15,UCC,Undergraduate (Year 1-2),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, once or twice",0,0,0,0,1,1,No,0,0,0,0,I am not sure,1,0,0,1,0,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,1,1,1,1,1,0,5,Rarely,Sometimes,No / I am not aware of any,Not very confident,Somewhat helpful,,,
162,2026-07-20 16:41:57,TTU,Undergraduate (Year 3-4),Arts / Humanities,Arts / Humanities,None at all,"Yes, once or twice",0,0,1,0,1,0,Yes,1,1,1,0,No,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,1,1,1,1,1,0,5,Rarely,Sometimes,No / I am not aware of any,Not very confident,Very helpful,,,
163,2026-07-20 16:46:20,UniMAC,Undergraduate (Year 1-2),Arts / Humanities,Arts / Humanities,Basic (I have heard of it),"Yes, many times",0,0,1,1,0,1,Yes,1,1,0,0,I am not sure,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Not Sure,Legitimate,1,1,1,1,0,0,4,Rarely,"No, I use the same password",No / I am not aware of any,Not very confident,Somewhat helpful,,,
164,2026-07-20 16:59:10,UDS-Tamale,Undergraduate (Year 3-4),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, many times",0,1,1,1,1,1,Yes,1,1,1,0,No,1,1,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,"Yes, always","Yes, through emails or notices only",Somewhat confident,Very helpful,,,
165,2026-07-20 17:39:13,Central University,Undergraduate (Year 3-4),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, once or twice",1,1,1,1,1,1,No,0,0,0,0,I am not sure,1,1,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,Sometimes,"Yes, through emails or notices only",Somewhat confident,Very helpful,,,
166,2026-07-20 17:51:02,UPSA,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, once or twice",0,0,1,0,1,0,No,0,0,0,0,I am not sure,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,1,1,1,1,1,0,5,Rarely,Sometimes,No / I am not aware of any,Somewhat confident,Very helpful,,,
167,2026-07-20 18:38:13,UCC,Undergraduate (Year 1-2),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, many times",0,1,0,0,0,0,No,0,0,0,0,No,1,0,1,0,1,Not Sure,Legitimate,Not Sure,Not Sure,Not Sure,Not Sure,0,1,0,0,0,0,1,Sometimes,"Yes, always","Yes, through emails or notices only",Somewhat confident,Very helpful,,,
168,2026-07-20 18:42:22,TTU,Postgraduate (Msc/MPhil),Procurement,Business / Social Sciences,Basic (I have heard of it),"Yes, once or twice",0,0,1,1,1,0,Yes,1,0,1,0,Yes,1,0,0,0,0,Not Sure,Not Sure,Not Sure,Legitimate,Not Sure,Legitimate,0,0,0,1,0,0,1,Never,Sometimes,No / I am not aware of any,Very confident,Very helpful,,,
169,2026-07-20 18:46:05,UEW,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, many times",0,1,1,1,0,0,No,0,0,0,0,No,1,0,1,0,1,Not Sure,Phishing,Phishing,Phishing,Phishing,Phishing,0,0,1,0,1,1,3,Always,Sometimes,No / I am not aware of any,Somewhat confident,Very helpful,www.Login.com,https.www.money,www.freedata.com
170,2026-07-20 18:47:04,UCC,Postgraduate (Msc/MPhil),Arts / Humanities,Arts / Humanities,Basic (I have heard of it),"Yes, many times",0,1,1,1,1,1,Yes,1,1,1,0,No,1,1,1,0,1,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Phishing,1,1,1,0,0,1,4,Rarely,Sometimes,No / I am not aware of any,Not very confident,Very helpful,,,
171,2026-07-20 19:02:32,KNUST,Postgraduate (Msc/MPhil),Arts / Humanities,Arts / Humanities,Basic (I have heard of it),"Yes, many times",0,1,1,1,0,1,Yes,1,1,1,0,No,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,1,1,1,1,1,0,5,Rarely,Sometimes,No / I am not aware of any,Not very confident,Very helpful,,,
172,2026-07-20 19:03:14,GIMPA,Postgraduate (Msc/MPhil),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, many times",0,1,1,1,1,0,No,0,0,0,0,No,1,0,0,1,0,Legitimate,Legitimate,Phishing,Not Sure,Phishing,Phishing,1,1,1,0,1,1,5,Sometimes,"Yes, always",No / I am not aware of any,Not very confident,Very helpful,,,
173,2026-07-20 19:04:57,KNUST,Postgraduate (Msc/MPhil),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, once or twice",0,1,1,1,1,0,Yes,1,1,0,0,No,1,0,1,0,1,Legitimate,Legitimate,Phishing,Not Sure,Not Sure,Phishing,1,1,1,0,0,1,4,Rarely,Sometimes,No / I am not aware of any,Not very confident,Very helpful,,,
174,2026-07-20 19:06:46,GIMPA,Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",0,1,0,0,1,1,Yes,1,1,1,0,I am not sure,1,1,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Not Sure,1,1,1,1,1,0,5,Rarely,"No, I use the same password","Yes, formal training sessions",Somewhat confident,Very helpful,,,
175,2026-07-20 19:15:12,UEW,Undergraduate (Year 3-4),Procurement,Business / Social Sciences,Intermediate (I understand common threats),"Yes, many times",0,0,1,0,1,0,No,0,0,0,0,No,1,0,0,1,1,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,1,1,0,1,0,0,3,Always,Sometimes,"Yes, formal training sessions",Somewhat confident,Very helpful,,,
176,2026-07-20 19:21:31,UPSA,Postgraduate (Msc/MPhil),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",1,1,1,1,1,1,Yes,1,1,1,0,Yes,1,1,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Not Sure,Phishing,1,1,1,1,0,1,5,Always,I use a password manager,"Yes, formal training sessions",Somewhat confident,Very helpful,,,
177,2026-07-20 19:23:33,Central University,Undergraduate (Year 3-4),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, once or twice",0,1,1,1,1,1,No,0,0,0,0,I am not sure,1,1,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Not Sure,1,1,1,1,1,0,5,Always,Sometimes,"Yes, through emails or notices only",Somewhat confident,Very helpful,,,
178,2026-07-20 19:27:21,UDS-Tamale,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, once or twice",0,1,1,0,1,1,No,0,0,0,0,I am not sure,1,1,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,"No, I use the same password","Yes, through emails or notices only",Somewhat confident,Very helpful,,,
179,2026-07-20 19:30:41,UHAS,Undergraduate (Year 3-4),Health Sciences,Health Sciences,Intermediate (I understand common threats),"Yes, many times",0,0,1,0,1,0,No,0,0,0,0,No,1,0,0,0,0,Legitimate,Not Sure,Phishing,Legitimate,Phishing,Phishing,1,0,1,1,1,1,5,Sometimes,"Yes, always",No / I am not aware of any,Not very confident,Very helpful,,,
180,2026-07-20 19:31:27,UniMAC,Undergraduate (Year 3-4),Arts / Humanities,Arts / Humanities,Basic (I have heard of it),"Yes, once or twice",0,1,1,1,1,0,Yes,1,1,1,0,No,1,1,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Not Sure,1,1,1,1,1,0,5,Sometimes,"Yes, always",No / I am not aware of any,Somewhat confident,Very helpful,,,
181,2026-07-20 19:32:04,UCC,Postgraduate (Msc/MPhil),Education,Business / Social Sciences,None at all,"Yes, once or twice",0,1,1,1,1,0,Yes,1,1,1,0,Yes,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Rarely,"No, I use the same password",No / I am not aware of any,Somewhat confident,Very helpful,,,
182,2026-07-20 19:32:46,Garden City University,Undergraduate (Year 3-4),Health Sciences,Health Sciences,None at all,"Yes, once or twice",0,0,1,0,1,0,No,0,0,0,0,I am not sure,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Rarely,"No, I use the same password",No / I am not aware of any,Somewhat confident,Very helpful,,,
183,2026-07-20 19:35:05,GIMPA,Postgraduate (Msc/MPhil),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",1,1,1,1,1,1,No,0,0,0,0,I am not sure,1,1,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,"Yes, always","Yes, formal training sessions",Somewhat confident,Very helpful,,,
184,2026-07-20 19:38:23,UEW,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, many times",0,1,1,1,1,0,No,0,0,0,0,I am not sure,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,Sometimes,"Yes, through emails or notices only",Somewhat confident,Very helpful,,,
185,2026-07-20 19:40:16,GIMPA,Postgraduate (Msc/MPhil),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, many times",0,1,1,0,1,0,Yes,1,1,1,0,No,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,"No, I use the same password",No / I am not aware of any,Not very confident,Very helpful,,,
186,2026-07-20 19:44:48,UEW,Undergraduate (Year 3-4),Arts / Humanities,Arts / Humanities,Basic (I have heard of it),"Yes, many times",0,1,1,1,1,1,Yes,1,0,1,0,No,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,Sometimes,No / I am not aware of any,Somewhat confident,Very helpful,,,
187,2026-07-20 19:47:02,Wisconsin,Undergraduate (Year 1-2),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",0,0,1,0,1,1,No,0,0,0,0,No,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Always,I use a password manager,"Yes, formal training sessions",Very confident,Very helpful,,,
188,2026-07-20 19:49:40,TTU,Undergraduate (Year 3-4),Arts / Humanities,Arts / Humanities,Basic (I have heard of it),"Yes, many times",0,0,1,1,1,0,No,0,0,0,0,No,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Rarely,"No, I use the same password",No / I am not aware of any,Somewhat confident,Very helpful,,,
189,2026-07-20 19:50:55,ATU,Undergraduate (Year 1-2),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, once or twice",0,0,1,0,1,0,No,0,0,0,0,No,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Not Sure,Phishing,1,1,1,1,0,1,5,Rarely,Sometimes,No / I am not aware of any,Not very confident,Very helpful,,,
190,2026-07-20 19:52:05,UMAT,Undergraduate (Year 3-4),Arts / Humanities,Arts / Humanities,Basic (I have heard of it),"Yes, once or twice",0,1,0,1,0,0,No,0,0,0,0,No,1,0,0,0,0,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Rarely,"No, I use the same password","Yes, through emails or notices only",Not very confident,Very helpful,,,
191,2026-07-20 19:54:28,Ashesi,Undergraduate (Year 1-2),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",1,1,1,1,1,1,No,0,0,0,0,No,1,1,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,I use a password manager,"Yes, through emails or notices only",Somewhat confident,Very helpful,,,
192,2026-07-20 19:57:57,KNUST,Undergraduate (Year 3-4),Arts / Humanities,Arts / Humanities,Basic (I have heard of it),"Yes, many times",0,0,1,1,1,1,Yes,1,1,1,0,No,1,1,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,"No, I use the same password",No / I am not aware of any,Somewhat confident,Very helpful,,,
193,2026-07-20 20:03:58,UCC,Postgraduate (Msc/MPhil),Arts / Humanities,Arts / Humanities,Basic (I have heard of it),"Yes, once or twice",0,1,0,1,1,1,No,0,0,0,0,I am not sure,1,0,0,0,0,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,Sometimes,"Yes, through emails or notices only",Somewhat confident,Very helpful,,,
194,2026-07-20 20:25:41,University of Ghana (UG),Undergraduate (Year 1-2),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, many times",0,0,1,1,1,0,Yes,1,1,0,0,No,1,0,0,1,0,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,1,1,1,1,1,0,5,Sometimes,"Yes, always","Yes, through emails or notices only",Somewhat confident,Very helpful,,,
195,2026-07-20 20:33:43,University of Ghana (UG),Undergraduate (Year 1-2),Arts / Humanities,Arts / Humanities,Basic (I have heard of it),"Yes, many times",0,1,1,0,1,0,No,0,0,0,0,No,1,0,0,1,0,Legitimate,Legitimate,Not Sure,Phishing,Not Sure,Not Sure,1,1,0,0,0,0,2,Sometimes,Sometimes,No / I am not aware of any,Somewhat confident,Very helpful,,,
196,2026-07-20 22:19:57,UMAT,Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",0,1,0,1,1,0,No,0,0,0,0,I am not sure,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,I use a password manager,"Yes, through emails or notices only",Somewhat confident,Very helpful,"Your investment portfolio has generated GHS 2,400 profit this week! To withdraw, complete your account verification. Limited slots available, act now before registration closes.https://darazz-invest-gh.com/withdraw-profit ",,
197,2026-07-20 22:37:50,UCC,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, many times",0,0,1,0,1,0,No,0,0,0,0,No,1,0,1,0,1,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,1,1,0,1,1,1,5,Always,Sometimes,No / I am not aware of any,Very confident,Very helpful,,,
198,2026-07-20 23:30:26,Cape Coast Technical University,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, many times",0,1,1,0,1,1,Yes,1,1,0,0,No,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Rarely,"No, I use the same password",No / I am not aware of any,Not very confident,Somewhat helpful,,,
